thread_name,ts_string,target,latency,URL,timestamp,response_code,sample_id,bytes,result,func_name,sample_name,message,type,id,response_time
"Home-BATCH-ADMIN 1-2",2014-10-09_15-07,training.sailis.sa.gov.au,3285,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:08:04.972",200,653,154549,true,BatchAdmin,"Home-BatchAdmin >>  Batch Admin",OK,text,65,6711
"Home-BATCH-ADMIN 1-4",2014-10-09_15-07,training.sailis.sa.gov.au,2414,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:08:05.840",200,653,154626,true,BatchAdmin,"Home-BatchAdmin >>  Batch Admin",OK,text,66,6021
"Home-BATCH-ADMIN 1-7",2014-10-09_15-07,training.sailis.sa.gov.au,3239,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:08:07.654",200,653,154771,true,BatchAdmin,"Home-BatchAdmin >>  Batch Admin",OK,text,67,4464
"Home-BATCH-ADMIN 1-9",2014-10-09_15-07,training.sailis.sa.gov.au,3365,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:08:07.659",200,653,154549,true,BatchAdmin,"Home-BatchAdmin >>  Batch Admin",OK,text,68,4532
"Home-BATCH-ADMIN 1-6",2014-10-09_15-07,training.sailis.sa.gov.au,4235,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:08:06.780",200,653,154564,true,BatchAdmin,"Home-BatchAdmin >>  Batch Admin",OK,text,69,6462
"Home-BATCH-ADMIN 1-10",2014-10-09_15-07,training.sailis.sa.gov.au,2447,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:08:12.097",200,653,154549,true,BatchAdmin,"Home-BatchAdmin >>  Batch Admin",OK,text,70,3329
"Home-BATCH-ADMIN 1-2",2014-10-09_15-11,training.sailis.sa.gov.au,1495,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:11:19.541",200,659,154626,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin",OK,text,71,3030
"Home-BATCH-ADMIN 1-1",2014-10-09_15-11,training.sailis.sa.gov.au,2370,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:11:18.688",200,561,154626,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin 1",OK,text,72,3877
"Home-BATCH-ADMIN 1-4",2014-10-09_15-11,training.sailis.sa.gov.au,1920,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:11:20.204",200,659,154568,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin",OK,text,73,3035
"Home-BATCH-ADMIN 1-3",2014-10-09_15-11,training.sailis.sa.gov.au,2554,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:11:20.020",200,561,154848,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin 1",OK,text,74,3693
"Home-BATCH-ADMIN 1-10",2014-10-09_15-31,training.sailis.sa.gov.au,1520,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 15:32:31.349",200,653,154848,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin",OK,text,90,5833
"Home-BATCH-ADMIN 1-1",2014-10-09_16-10,training.sailis.sa.gov.au,2811,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 16:10:55.071",200,561,154484,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin 1",OK,text,96,4051
"Home-BATCH-ADMIN 1-5",2014-10-09_16-10,training.sailis.sa.gov.au,2949,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 16:10:57.336",200,561,154787,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin 1",OK,text,99,4091
"Home-BATCH-ADMIN 1-7",2014-10-09_16-10,training.sailis.sa.gov.au,2655,https://training.sailis.sa.gov.au/home/batchadmin/home,"2014-10-09 16:10:58.245",200,561,154771,true,BatchAdmin,"Home-BatchAdmin >> Batch Admin 1",OK,text,100,3693
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,300176,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:16:07.987",504,660,285,false,Titling_Search,"land_search_address >>   no-input","Gateway Time-out",text,103,300176
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,7884,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=HAR%2A&addressSearchDto.suburb=&action=Search,"2014-10-09 16:21:12.549",200,583,14272,false,Titling_Search,"land_search_address >> street-wildcard",OK,text,108,7884
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,9709,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=AD%2A&action=Search,"2014-10-09 16:21:20.437",200,584,14271,false,Titling_Search,"land_search_address >> suburb-wildcard",OK,text,109,9709
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,54181,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=&planParcelSearchDto.planNo=12345&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:21:32.816",200,562,14672,false,Titling_Search,"land_search_plan >> plan no",OK,text,111,54181
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,35407,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=C&planParcelSearchDto.planNo=20563&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:22:27.004",200,563,14296,false,Titling_Search,"land_search_plan >> community plan",OK,text,112,35407
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,376,https://training.sailis.sa.gov.au/products/order/titleDetailsSearch/CL%7C103%7C33%7C1,"2014-10-09 16:23:02.925",200,564,11457,false,Titling_Search,"land_search_title >> volume less than 5000",OK,text,113,4464
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,253727,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:23:18.192",200,660,14631,false,Property_Search,"land_search_address >>   no-input",OK,text,117,253727
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,5435,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=HAR%2A&addressSearchDto.suburb=&action=Search,"2014-10-09 16:27:34.946",200,583,14239,false,Property_Search,"land_search_address >> street-wildcard",OK,text,122,5435
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,6523,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=AD%2A&action=Search,"2014-10-09 16:27:40.387",200,584,14238,false,Property_Search,"land_search_address >> suburb-wildcard",OK,text,123,6523
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,44446,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=&planParcelSearchDto.planNo=12345&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:27:49.440",200,562,14639,false,Property_Search,"land_search_plan >> plan no",OK,text,125,44446
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,34974,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=C&planParcelSearchDto.planNo=20563&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:28:33.893",200,563,14263,false,Property_Search,"land_search_plan >> community plan",OK,text,126,34974
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,28193,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:29:55.816",200,660,30728,true,SA_Water,"land_search_address >>   no-input",OK,text,131,28199
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,27046,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:30:24.031",200,660,30559,true,SA_Water,"land_search_address >>   street-no",OK,text,132,27051
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,23994,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:30:52.776",200,660,30601,true,SA_Water,"land_search_address >>   unit-no",OK,text,134,24008
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,23089,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:31:16.793",200,660,30638,true,SA_Water,"land_search_address >>   lot-no",OK,text,135,23095
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,24202,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=HAR%2A&addressSearchDto.suburb=&action=Search,"2014-10-09 16:31:39.894",200,583,30574,true,SA_Water,"land_search_address >> street-wildcard",OK,text,136,24209
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,23350,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=AD%2A&action=Search,"2014-10-09 16:32:04.114",200,584,30505,true,SA_Water,"land_search_address >> suburb-wildcard",OK,text,137,23356
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,3023,https://training.sailis.sa.gov.au/products/order/saWater/1727633081,"2014-10-09 16:32:27.478",200,585,35047,true,SA_Water,"land_search_address >> specific",OK,text,138,12186
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,34540,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=&planParcelSearchDto.planNo=12345&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:32:40.639",200,562,29025,true,SA_Water,"land_search_plan >> plan no",OK,text,139,34545
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,18998,https://training.sailis.sa.gov.au/products/valuationSearch/saWaterSearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=C&planParcelSearchDto.planNo=20563&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:33:15.192",200,563,27668,true,SA_Water,"land_search_plan >> community plan",OK,text,140,19000
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,9133,https://training.sailis.sa.gov.au/products/order/saWater/6810477000,"2014-10-09 16:33:34.728",200,564,35322,true,SA_Water,"land_search_title >> volume less than 5000",OK,text,141,11868
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,2476,https://training.sailis.sa.gov.au/products/order/saWater/9801656000,"2014-10-09 16:33:46.605",200,565,35045,true,SA_Water,"land_search_title >> volume greater than 5000",OK,text,142,5146
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,26364,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:34:11.340",200,660,30956,true,Property_Interest_History,"land_search_address >>   no-input",OK,text,145,26371
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,21352,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:34:37.717",200,660,30754,true,Property_Interest_History,"land_search_address >>   street-no",OK,text,146,21358
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,22234,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:35:00.524",200,660,30783,true,Property_Interest_History,"land_search_address >>   unit-no",OK,text,148,22237
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,22270,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:35:22.769",200,660,30805,true,Property_Interest_History,"land_search_address >>   lot-no",OK,text,149,22275
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,23004,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=HAR%2A&addressSearchDto.suburb=&action=Search,"2014-10-09 16:35:45.050",200,583,30847,true,Property_Interest_History,"land_search_address >> street-wildcard",OK,text,150,23010
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,21804,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=AD%2A&action=Search,"2014-10-09 16:36:08.066",200,584,30718,true,Property_Interest_History,"land_search_address >> suburb-wildcard",OK,text,151,21808
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,2719,https://training.sailis.sa.gov.au/products/delivery/EcjSRDHLCncyVKYyenmtGntQZmARKoMWagKPKzYPOUgUvPYYOt,"2014-10-09 16:36:29.880",200,585,25031,true,Property_Interest_History,"land_search_address >> specific",OK,text,152,28952
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,36707,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=&planParcelSearchDto.planNo=12345&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:36:59.852",200,562,29159,true,Property_Interest_History,"land_search_plan >> plan no",OK,text,153,36712
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,23110,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=C&planParcelSearchDto.planNo=20563&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:37:36.570",200,563,28311,true,Property_Interest_History,"land_search_plan >> community plan",OK,text,154,23112
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,2692,https://training.sailis.sa.gov.au/products/delivery/BhZaYlFJdcjcgpjZvJUMzWBFyzGHAoPZQoOHAyUvGHFuKJdCLF,"2014-10-09 16:38:00.273",200,564,30762,true,Property_Interest_History,"land_search_title >> volume less than 5000",OK,text,155,33742
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,2733,https://training.sailis.sa.gov.au/products/delivery/dGZXZRrDHACPBVzoLUFxXVJbAOSkekIlfUfaJmRUnpRCUKbOCM,"2014-10-09 16:38:34.024",200,565,25034,true,Property_Interest_History,"land_search_title >> volume greater than 5000",OK,text,156,29338
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,26690,https://training.sailis.sa.gov.au/products/valuationSearch/piReportSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:39:24.088",200,660,30903,true,Property_Interest_Report,"land_search_address >>   no-input",OK,text,159,26693
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,22777,https://training.sailis.sa.gov.au/products/valuationSearch/piReportSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:39:50.788",200,660,30734,true,Property_Interest_Report,"land_search_address >>   street-no",OK,text,160,22983
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,22724,https://training.sailis.sa.gov.au/products/valuationSearch/piReportSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:40:15.463",200,660,30765,true,Property_Interest_Report,"land_search_address >>   unit-no",OK,text,162,22730
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,22774,https://training.sailis.sa.gov.au/products/valuationSearch/piReportSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:40:38.201",200,660,30802,true,Property_Interest_Report,"land_search_address >>   lot-no",OK,text,163,22781
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,23302,https://training.sailis.sa.gov.au/products/valuationSearch/piReportSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=HAR%2A&addressSearchDto.suburb=&action=Search,"2014-10-09 16:41:00.991",200,583,30749,true,Property_Interest_Report,"land_search_address >> street-wildcard",OK,text,164,23307
