thread_name,ts_string,target,latency,URL,timestamp,response_code,sample_id,bytes,result,func_name,sample_name,message,type,id,response_time
"Titling-Prepare-Lodgement 1-1",2014-10-09_15-33,training.sailis.sa.gov.au,216,https://training.sailis.sa.gov.au:443/home/auth/login?redirect=aHR0cDovLzEyNy4wLjAuMTo4MDg1L3RpdGxpbmcvbG9kZ2VtZW50L3ByZXBhcmU&messages=SIocHdIHBUUdCJPJZxCnjKxeGgHxTfFT,"2014-10-09 15:34:02.507",200,651,13079,false,Titling_Prepare_Lodgement,"Title Prepare Lodgement >>  1 Dealing 0 title",OK,text,91,1951
"Titling-Prepare-Lodgement 1-1",2014-10-09_15-33,training.sailis.sa.gov.au,251,https://training.sailis.sa.gov.au:443/home/auth/login?redirect=aHR0cDovLzEyNy4wLjAuMTo4MDg1L3RpdGxpbmcvbG9kZ2VtZW50L3ByZXBhcmU&messages=ZTVAxCkxzDnUvfMOhXyCyuJvUBIBwayy,"2014-10-09 15:34:04.522",200,652,12992,false,Titling_Prepare_Lodgement,"Title Prepare Lodgement >>  10 Dealings 10 titles",OK,text,92,1212
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,300176,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:16:07.987",504,660,285,false,Titling_Search,"land_search_address >>   no-input","Gateway Time-out",text,103,300176
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1758,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:21:08.261",200,660,14801,false,Titling_Search,"land_search_address >>   street-no",OK,text,104,1758
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,986,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=1&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:21:10.024",200,660,14404,false,Titling_Search,"land_search_address >>   level-no",OK,text,105,986
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,688,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:21:11.014",200,660,14404,false,Titling_Search,"land_search_address >>   unit-no",OK,text,106,688
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,839,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:21:11.705",200,660,14406,false,Titling_Search,"land_search_address >>   lot-no",OK,text,107,839
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,7884,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=HAR%2A&addressSearchDto.suburb=&action=Search,"2014-10-09 16:21:12.549",200,583,14272,false,Titling_Search,"land_search_address >> street-wildcard",OK,text,108,7884
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,9709,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=AD%2A&action=Search,"2014-10-09 16:21:20.437",200,584,14271,false,Titling_Search,"land_search_address >> suburb-wildcard",OK,text,109,9709
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,386,https://training.sailis.sa.gov.au/products/order/titleDetailsSearch/CT%7C5000%7C6%7C6,"2014-10-09 16:21:30.153",200,585,11191,false,Titling_Search,"land_search_address >> specific",OK,text,110,1552
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,54181,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=&planParcelSearchDto.planNo=12345&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:21:32.816",200,562,14672,false,Titling_Search,"land_search_plan >> plan no",OK,text,111,54181
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,35407,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=C&planParcelSearchDto.planNo=20563&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:22:27.004",200,563,14296,false,Titling_Search,"land_search_plan >> community plan",OK,text,112,35407
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,376,https://training.sailis.sa.gov.au/products/order/titleDetailsSearch/CL%7C103%7C33%7C1,"2014-10-09 16:23:02.925",200,564,11457,false,Titling_Search,"land_search_title >> volume less than 5000",OK,text,113,4464
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,419,https://training.sailis.sa.gov.au/products/order/titleDetailsSearch/CT%7C5788%7C500%7C2,"2014-10-09 16:23:07.393",200,565,11195,false,Titling_Search,"land_search_title >> volume greater than 5000",OK,text,114,1135
"land_search_valuation 4-1",2014-10-09_16-15,training.sailis.sa.gov.au,685,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=valuationSearchDto&valuationSearchDto.pageSize=10&valuationSearchDto.valuationNo=&valuationSearchDto.recordType=&valuationSearchDto.current=FALSE&valuationSearchDto.proposedCancelled=FALSE&valuationSearchDto.cancelled=FALSE&action=Search,"2014-10-09 16:23:09.470",200,663,14829,false,Titling_Search,"land_search_valuation >>   no input",OK,text,115,685
"land_search_valuation 4-1",2014-10-09_16-15,training.sailis.sa.gov.au,655,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=valuationSearchDto&valuationSearchDto.pageSize=10&valuationSearchDto.valuationNo=&valuationSearchDto.recordType=SCV&valuationSearchDto.current=FALSE&valuationSearchDto.proposedCancelled=FALSE&valuationSearchDto.cancelled=FALSE&action=Search,"2014-10-09 16:23:10.160",200,587,14433,false,Titling_Search,"land_search_valuation >> record type",OK,text,116,655
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,253727,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:23:18.192",200,660,14631,false,Property_Search,"land_search_address >>   no-input",OK,text,117,253727
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,731,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:27:31.941",200,660,14372,false,Property_Search,"land_search_address >>   street-no",OK,text,118,731
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,703,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=1&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:27:32.679",200,660,14310,false,Property_Search,"land_search_address >>   level-no",OK,text,119,703
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,704,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:27:33.387",200,660,14310,false,Property_Search,"land_search_address >>   unit-no",OK,text,120,704
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,841,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:27:34.101",200,660,14373,false,Property_Search,"land_search_address >>   lot-no",OK,text,121,841
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,5435,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=HAR%2A&addressSearchDto.suburb=&action=Search,"2014-10-09 16:27:34.946",200,583,14239,false,Property_Search,"land_search_address >> street-wildcard",OK,text,122,5435
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,6523,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=AD%2A&action=Search,"2014-10-09 16:27:40.387",200,584,14238,false,Property_Search,"land_search_address >> suburb-wildcard",OK,text,123,6523
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,382,https://training.sailis.sa.gov.au/products/order/propertySearch/CT%7C5000%7C6%7C6,"2014-10-09 16:27:46.913",200,585,18087,false,Property_Search,"land_search_address >> specific",OK,text,124,1923
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,44446,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=&planParcelSearchDto.planNo=12345&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:27:49.440",200,562,14639,false,Property_Search,"land_search_plan >> plan no",OK,text,125,44446
"land_search_plan 2-1",2014-10-09_16-15,training.sailis.sa.gov.au,34974,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=planParcelSearchDto&planParcelSearchDto.pageSize=10&planParcelSearchDto.planType=C&planParcelSearchDto.planNo=20563&planParcelSearchDto.parcelType=&planParcelSearchDto.parcelNo=&action=Search,"2014-10-09 16:28:33.893",200,563,14263,false,Property_Search,"land_search_plan >> community plan",OK,text,126,34974
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,280,https://training.sailis.sa.gov.au/products/order/propertySearch/CL%7C103%7C33%7C1,"2014-10-09 16:29:09.928",200,564,16659,false,Property_Search,"land_search_title >> volume less than 5000",OK,text,127,2162
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,376,https://training.sailis.sa.gov.au/products/order/propertySearch/CT%7C5788%7C500%7C2,"2014-10-09 16:29:12.098",200,565,16454,false,Property_Search,"land_search_title >> volume greater than 5000",OK,text,128,1954
"land_search_valuation 4-1",2014-10-09_16-15,training.sailis.sa.gov.au,833,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=valuationSearchDto&valuationSearchDto.pageSize=10&valuationSearchDto.valuationNo=&valuationSearchDto.recordType=&valuationSearchDto.current=FALSE&valuationSearchDto.proposedCancelled=FALSE&valuationSearchDto.cancelled=FALSE&action=Search,"2014-10-09 16:29:14.579",200,663,14796,false,Property_Search,"land_search_valuation >>   no input",OK,text,129,833
"land_search_valuation 4-1",2014-10-09_16-15,training.sailis.sa.gov.au,542,https://training.sailis.sa.gov.au/products/titleSearch/propertySearch?currentSearchDtoName=valuationSearchDto&valuationSearchDto.pageSize=10&valuationSearchDto.valuationNo=&valuationSearchDto.recordType=SCV&valuationSearchDto.current=FALSE&valuationSearchDto.proposedCancelled=FALSE&valuationSearchDto.cancelled=FALSE&action=Search,"2014-10-09 16:29:15.418",200,587,14339,false,Property_Search,"land_search_valuation >> record type",OK,text,130,542
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1429,https://training.sailis.sa.gov.au/products/valuationSearch/piHistorySearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=1&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:34:59.086",200,660,24192,false,Property_Interest_History,"land_search_address >>   level-no","No results found. Not a good test data",text,147,1432
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,300219,https://training.sailis.sa.gov.au/products/titleSearch/registerSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:46:49.153",504,660,285,false,Register_Search,"land_search_address >>   no-input","Gateway Time-out",text,182,300219
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1394,https://training.sailis.sa.gov.au/products/titleSearch/registerSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:51:49.402",200,660,24649,false,Register_Search,"land_search_address >>   street-no","No results found. Not a good test data",text,183,1397
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,810,https://training.sailis.sa.gov.au/products/titleSearch/registerSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=1&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:51:50.808",200,660,24252,false,Register_Search,"land_search_address >>   level-no","No results found. Not a good test data",text,184,1149
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1313,https://training.sailis.sa.gov.au/products/titleSearch/registerSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:51:51.964",200,660,24252,false,Register_Search,"land_search_address >>   unit-no","No results found. Not a good test data",text,185,1315
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,704,https://training.sailis.sa.gov.au/products/titleSearch/registerSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 16:51:53.288",200,660,24254,false,Register_Search,"land_search_address >>   lot-no","No results found. Not a good test data",text,186,895
"Survey-Marks-Search 8-1",2014-10-09_16-15,training.sailis.sa.gov.au,1298,https://training.sailis.sa.gov.au/products/search/planImageSearch?currentSearchDtoName=surveyMarksSearchDto&surveyMarksSearchDto.pageSize=10&surveyMarksSearchDto.surveyMarks=662850930&action=Search,"2014-10-09 16:58:56.216",200,569,33094,false,Plan_Image_Search,"Survey Marks Search >> 100 results","No results found. Not a good test data",text,228,1402
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1458,https://training.sailis.sa.gov.au/products/titleSearch/historicalSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:03:33.732",200,660,24269,false,Historical_Search,"land_search_address >>   street-no","No results found. Not a good test data",text,230,1461
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1307,https://training.sailis.sa.gov.au/products/titleSearch/historicalSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=1&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:03:35.198",200,660,24207,false,Historical_Search,"land_search_address >>   level-no","No results found. Not a good test data",text,231,1309
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1654,https://training.sailis.sa.gov.au/products/titleSearch/historicalSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:03:36.512",200,660,24268,false,Historical_Search,"land_search_address >>   unit-no","No results found. Not a good test data",text,232,1658
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1380,https://training.sailis.sa.gov.au/products/titleSearch/historicalSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:03:38.177",200,660,24270,false,Historical_Search,"land_search_address >>   lot-no","No results found. Not a good test data",text,233,1383
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,1653,https://training.sailis.sa.gov.au/products/titleSearch/historicalSearch?currentSearchDtoName=titleSearchDto&titleSearchDto.pageSize=10&titleSearchDto.register=CL&titleSearchDto.volume=103&titleSearchDto.folio=33&action=Search,"2014-10-09 17:05:20.550",200,564,24686,false,Historical_Search,"land_search_title >> volume less than 5000","No results found. Not a good test data",text,239,1654
"Miscelleneous Order Search 4-1",2014-10-09_16-15,training.sailis.sa.gov.au,1477,https://training.sailis.sa.gov.au/products/miscitemorder/search?currentSearchDtoName=searchDto&searchDto.pageSize=10&searchDto.itemType=CD&searchDto.reference=121315723&action=Search,"2014-10-09 17:09:17.445",200,623,19275,false,Other_General_Search,"Miscellaneous Order Search >>  Certificate of Dealing","No results found. Not a good test data",text,257,1478
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1083,https://training.sailis.sa.gov.au/products/titleSearch/childParentTitleSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=53&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:21:44.030",200,660,24319,false,Child_Parent_Search,"land_search_address >>   street-no","No results found. Not a good test data",text,281,1087
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1550,https://training.sailis.sa.gov.au/products/titleSearch/childParentTitleSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=1&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:21:45.125",200,660,24257,false,Child_Parent_Search,"land_search_address >>   level-no","No results found. Not a good test data",text,282,1554
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1603,https://training.sailis.sa.gov.au/products/titleSearch/childParentTitleSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=3&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:21:46.685",200,660,24318,false,Child_Parent_Search,"land_search_address >>   unit-no","No results found. Not a good test data",text,283,1605
"land-search-address 1-1",2014-10-09_16-15,training.sailis.sa.gov.au,1318,https://training.sailis.sa.gov.au/products/titleSearch/childParentTitleSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=102&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-09 17:21:48.293",200,660,24320,false,Child_Parent_Search,"land_search_address >>   lot-no","No results found. Not a good test data",text,284,1322
"land_search_title 3-1",2014-10-09_16-15,training.sailis.sa.gov.au,1766,https://training.sailis.sa.gov.au/products/titleSearch/childParentTitleSearch?currentSearchDtoName=titleSearchDto&titleSearchDto.pageSize=10&titleSearchDto.register=CL&titleSearchDto.volume=103&titleSearchDto.folio=33&action=Search,"2014-10-09 17:22:59.665",200,564,24736,false,Child_Parent_Search,"land_search_title >> volume less than 5000","No results found. Not a good test data",text,290,1769
"land-search-address 1-1",2014-10-13_13-21,training.sailis.sa.gov.au,0,https://training.sailis.sa.gov.au/products/titleSearch/titleDetailsSearch?currentSearchDtoName=addressSearchDto&addressSearchDto.pageSize=10&addressSearchDto.unitNo=&addressSearchDto.lotNo=&addressSearchDto.levelNo=&addressSearchDto.streetNo=&addressSearchDto.street=&addressSearchDto.suburb=&action=Search,"2014-10-13 13:21:42.914","Non HTTP response code: java.net.SocketException",578,1552,false,Titling_Search,"land_search_address >> no-input","Non HTTP response message: Can't connect to SOCKS proxy:Connection refused: connect",text,294,2020
